#TAXONOMY	display_taxon	Species	Genus	Family	Order	Class	Phylum	Kingdom
9eef35f7760bf4e8bbf373bce40f3b68	Lactobacillus (genus)	 Unclassified	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
25c832b93d857daa6034421fe58d3809	Fusobacterium_C animalis	 Fusobacterium_C animalis	 Fusobacterium_C	 Fusobacteriaceae	 Fusobacteriales	 Fusobacteriia	 Fusobacteriota	Bacteria
70c644195422482acd6e8f57b44156f2	Streptococcus anginosus	 Streptococcus anginosus	 Streptococcus	 Streptococcaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
7d7ba2f82edd89e81341fc8be2789693	Anaerococcus sp900258475	 Anaerococcus sp900258475	 Anaerococcus	 Peptoniphilaceae	 Tissierellales	 Clostridia	 Bacillota_A	Bacteria
ba3ecc7be2c3daafe161eb4f8e2d0a15	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
2b591108280f387b520491889bc8e749	Prevotella sp000758925	 Prevotella sp000758925	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
fbe9d0789e4f6867c8103d9c0333ac8a	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
088e4674baf1b914ed7052d3265e85b4	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
ddf2da4401a41fd463df25c1959f11cc	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
0bdb7fb9ab2a95bcf79f21018934b1ca	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
9553e5a477ecd4ed03ab20a63a9b0423	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
f1e8fbdb8bd497e0962713c776270fde	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
c0523a73f5c3cdd30a6ddb2f5b8b2fc3	Sodaliphilus pleomorphus	 Sodaliphilus pleomorphus	 Sodaliphilus	 Muribaculaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
0f94dc2e9d3a5181355913e8bc9ada35	Prevotella amnii	 Prevotella amnii	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
a6891de7a71b9574d5ae6de6be05e294	Dialister_37762 micraerophilus	 Dialister_37762 micraerophilus	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
c30d6bf3db594d2c8f566402b4606cab	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
cacf389377ed838dc64bb1a58f0bfecf	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
667cdbd37b183df877ac6a7dadbb7ef5	Gaiella occulta	 Gaiella occulta	 Gaiella	 Gaiellaceae	 Gaiellales	 Thermoleophilia	 Actinomycetota	Bacteria
b57099bb532dd334b121754362947f4e	Prevotella melaninogenica	 Prevotella melaninogenica	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
78b947660cbd24006b7a2dc2e25231b7	Peptoniphilus_A harei_A	 Peptoniphilus_A harei_A	 Peptoniphilus_A	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
dcf109df58ce8f861762624cc2479415	Caballeronia concitans	 Caballeronia concitans	 Caballeronia	 Burkholderiaceae_A_595421	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
efc3ff7ae2446ec0090abdbce89f42cc	Lactobacillus crispatus	 Lactobacillus crispatus	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
3aef619979591f75f766c664bf02b701	Veillonella_A montpellierensis	 Veillonella_A montpellierensis	 Veillonella_A	 Veillonellaceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
83a5d91a5fb7d57caf4a59f00d7073a8	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia	 Bacillota_A	Bacteria
bddef7ff5dabddb95c29ca5ed1797536	Prevotella timonensis A	 Prevotella timonensis A	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
37b75e46d6aa6772560762c3a7b8a51f	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
215bde9ae99ac2bb58ab3db4623e7c19	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
91914f4612c8ba2452de1d4a4d02fcd4	Megasphaera_C hutchinsoni	 Megasphaera_C hutchinsoni	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
e02a157bbd099d102e58910d3d3b4160	Sutterella stercoricanis	 Sutterella stercoricanis	 Sutterella	 Burkholderiaceae_A_595427	 Burkholderiales	 Gammaproteobacteria	 Pseudomonadota	Bacteria
6e5909a489a1c4197289702d75591783	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
9ec13e5c1f2808387ec53d57fbdc18e3	KA00274 sp001552885	 KA00274 sp001552885	 KA00274	 Fastidiosipilaceae	 Saccharofermentanales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
2edf03c8810ee21c41e70d34e4a933e8	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
086091547432cd62276fea0c911f76fa	Prevotella bivia	 Prevotella bivia	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
22c1a9ba7519dd55a640cf2b69f26a26	Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775 swidsinskii	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
3bbd25fa8f3d27531f148f56072e8daf	Prevotella buccalis	 Prevotella buccalis	 Prevotella	 Bacteroidaceae	 Bacteroidales	 Bacteroidia	 Bacteroidota	Bacteria
b5113c3e7abdb97087bc1b866f435f5e	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
388d14b6ad2151ae898402f3be033ee6	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
df132d4cefabc3e09f7f18e031f21d0a	Klebsiella_724518 variicola	 Klebsiella_724518 variicola	 Klebsiella_724518	 Enterobacteriaceae_A_725029	 Enterobacterales_737866	 Gammaproteobacteria	 Pseudomonadota	Bacteria
8878d4ee994e05a92a0919cc58f7fd3d	Dialister (genus)	 Unclassified	 Dialister	 Veillonellaceae	 Veillonellales-Selenomonadales	 Negativicutes	 Bacillota	Bacteria
15d74616cbbadcd8086ab2cba7d79b86	Bacteria (kingdom)	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	Bacteria
977880ad4bb49fd9d6f4df77fdab0c5d	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
b788ea1dd793187d057589a9e476cfed	Lactobacillus iners	 Lactobacillus iners	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
e7b0a4727cb019c81dec050e155fe7fa	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
f9aa14efcbd6278081a3ae1e0a30d448	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli_A	 Bacillota_I	Bacteria
7ead4f3dd48ec87b493d4ef8cada7a15	Lactobacillus paragasseri	 Lactobacillus paragasseri	 Lactobacillus	 Lactobacillaceae	 Lactobacillales	 Bacilli	 Bacillota	Bacteria
908d12023e970e7cd66b1350ba9e388d	Anaerococcus hydrogenalis	 Anaerococcus hydrogenalis	 Anaerococcus	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
dc4aa74aed44edb220416fdf94dfd417	Veillonella_A montpellierensis	 Veillonella_A montpellierensis	 Veillonella_A	 Veillonellaceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
dabfaa7236b20d165fcd9eb7a420553e	Mobiluncus mulieris	 Mobiluncus mulieris	 Mobiluncus	 Actinomycetaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
96abd56529e06b137c16207151139153	Megasphaera_C lornae	 Megasphaera_C lornae	 Megasphaera_C	 Megasphaeraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
7868a61568b79dfa242d2d6753e4be55	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
413b3990357e62dcaed82443e93174be	UBA629 sp005465875	 UBA629 sp005465875	 UBA629	 Lachnospiraceae	 Lachnospirales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
01d07fc9cfaaa259ffe76a9cbf38c970	Peptoniphilus_A harei_A	 Peptoniphilus_A harei_A	 Peptoniphilus_A	 Peptoniphilaceae	 Tissierellales	 Clostridia_258483	 Bacillota_A_368345	Bacteria
39f4876af6bc386633d1e89b7e788b31	Gemella asaccharolytica	 Gemella asaccharolytica	 Gemella	 Gemellaceae	 Staphylococcales	 Bacilli_A	 Bacillota_I	Bacteria
058a3f191e6b5673c7243b666dcc76ed	UBA4285 sp902775895	 UBA4285 sp902775895	 UBA4285	 Lachnospiraceae	 Lachnospirales	 Clostridia	 Bacillota_A	Bacteria
7034b8fe365b4d2b658c2f4d732e5c85	Gardnerella (genus)	 Unclassified	 Gardnerella	 Bifidobacteriaceae	 Bifidobacteriales	 Actinobacteria	 Actinomycetota	Bacteria
8678f52fbad32262a1dad766d0b301e8	Bifidobacterium_388775 breve	 Bifidobacterium_388775 breve	 Bifidobacterium_388775	 Bifidobacteriaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
1f103610b35c10a7955f1f35b18ac5f3	Atopobium deltae	 Atopobium deltae	 Atopobium	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
28f62b79cc749bf806ec28d119335605	ZJ293 sp011751725	 ZJ293 sp011751725	 ZJ293	 Actinomycetaceae	 Actinomycetales	 Actinomycetes	 Actinomycetota	Bacteria
7a2c1e4d336ad43807c71d934deb30b5	Fannyhessea vaginae	 Fannyhessea vaginae	 Fannyhessea	 Atopobiaceae	 Coriobacteriales	 Coriobacteriia	 Actinomycetota	Bacteria
15c50147137135e182872f246683223f	Dialister_37762 sp001553355	 Dialister_37762 sp001553355	 Dialister_37762	 Dialisteraceae	 Veillonellales	 Negativicutes	 Bacillota_C	Bacteria
ebdf93f60468f844a5440c22b094718a	Peptostreptococcus sp000758885	 Peptostreptococcus sp000758885	 Peptostreptococcus	 Peptostreptococcaceae	 Peptostreptococcales	 Clostridia	 Bacillota_A	Bacteria
