#TAXONOMY	Kingdom	Phylum	Class	Order	Family 	Genus	Species 
8fc2d3deb1de3c8ff329f58180fcece2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
3cf97a2d19b816c44b0fd02b3e7f270d	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale
01fb9ba8e702f3bfc58a25241600afc8	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
c4f6cfffada4126656201e968c805726	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
af913836ccc2f2e457977a78fa0773dd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Unclassified
948dde182f1649d1479ba9839b426632	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
098e2587895931c21b62bbac43d822fa	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
708e631fe0581727c2299d03fc03e008	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
64851afa4b251b1d44c00ccb081084ee	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
3c846cad0f0c81b20effe062d04aa2a8	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
ad0820544dc64f55d11bffcfe2f0a39e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus_A	 Peptoniphilus_A harei_A
b2b95c654d24fa96be8e8c6eb64dab34	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
239826ec15c068a96fca820e87cec9f7	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
8d55f3bb06696d746b63fe85b2dccc65	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
26cfdb2bcbd3a64a84e9b237d94a97eb	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Enterococcaceae	 Enterococcus_H_360604	 Enterococcus_H_360604 faecalis
ce7fb8fbd0626a24d1a91ef0d8b52ab0	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
67e244c0d95c2b61285e1061c196cc72	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
feb65e673d5e70e75a0ba0d5c68e35e5	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
0b291e63119781f2d4b75e88c1fc03a6	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus haemolyticus
b9e580dae58e52c53c198842d930f5d7	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c8bc32a586a4c24aeba390401291de90	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus salivarius
52909ce4f2dcf1dd2385e875608f19d9	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 Mageeibacillus	 Mageeibacillus indolicus
a01c9e97ce29666706c8f835d3af202f	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
3a6226f0b0f4c5167e3709764643d5ff	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella	 Escherichia-Shigella flexneri
95eca8368299aa72fb2b279f104cb6e3	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
c21038db84605227e5b10ac69f74aef8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Enterobacter_B_681665	 Enterobacter_B_681665 hormaechei_681663
4e0a62fbc3760bc47d36d6aefcad1b74	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
6a90f436014639920d41caa50171e64d	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
7a96d834cca0107f6ca3f9899c03433b	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
c27b3fb1a3b702d7da04e8031db42abe	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
15c7bf837139554d0a90f91b0ef43b27	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
cd0b699494cdb85b02f6d01291bc59f6	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
e2dfd7708834a07e514bb1f082babf78	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
8fa1b1b803863823f3b46de43b13e6da	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
ac99049e69e8a0cccdd43753583f3cbf	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
3698d0dd131a2c824f34d3f32ac5f94d	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
72787c4214791bb96d24e1b68ec388b2	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
537a5e8bfd76839837fc26681bed5db2	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
2c87e76677241c585e05e5b0509cffb0	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
4b87ffd55329a21f3b9d572f3a70addb	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
5c7f2cfbe472a596dc660af50d1d6e64	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 Cryptobacteroides	 Cryptobacteroides sp022777585
9fda60ea47959a6b89b7b2cc7a315e6b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
505bd1ec5d72a842ac7106d941d46db0	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus haemolyticus
d968d2c230d9ffc86b40df1374c55b04	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
9ad902af9b8c4015be7159919efb5614	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
4791c23d75337a44e939bc86259fcc8c	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Peptostreptococcales	 Peptostreptococcaceae_256921	 Peptostreptococcus	 Peptostreptococcus anaerobius
51620db67b39c3f71a3928dab5381bb4	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
c2b529f2948a69fbe2734759d41b7563	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
9b1dd495dc98e0976d9129f26aaec30b	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
248c9a26d570d54df015ef4c51b1256f	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 Mageeibacillus	 Mageeibacillus indolicus
fbd81d553b4b29309c08e29b6b9b6473	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
391e3077d83d87d88e4bf0a0c6eb5256	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
8035acb665a4ba88c1bc8f4858e61798	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
be3216b5dbeadb14cfbedd0c1e78505d	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Sarcina_201130	 Sarcina_201130 massiliamazoniense
9c816f0f961a45c9f6092fb3ddf35a40	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
04ed874deec5651c5f4972190ba753cc	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
43fd9466a87f79750d98785022b999a2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
82fa4542db79951d83609ea4c32e763d	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
f08aa3260a2475d8616323b91dd8553d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Unclassified
e10d341fc3c86ba36d3c22bdfe870540	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
e575853df4444540ae17ba7ddb551c5a	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f2b6b41e788e94f9d0a271dd8137a22c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
8e1d506d4447ae56a529fcce8bc8eb9b	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
2de94450394202ed2eb91f2235b46a6d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp001553265
594707363fc4b1c9f061c3110b735eed	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera C lornae
a22094d0b01f59d3a89692fa4ac3837e	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
4838458601e44049ae43c724486ee0dc	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter	 Unclassified
bfceb3f6652e8912edb576f3a08ec17c	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus urinaemulieris
9b91eccc6a22b5948e8259eba9030a18	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
0974cdd53e6d9b4aa923bca5581e6cf5	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
41c7a6822d133b5cdbf9d93e828e3887	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Telluria	 Telluria sp918697865
e4468e046983ce3d07991bb7047a666e	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
4cd434580827d288903ee17df5d66f2b	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
476905d5ed913326b56469b27b9acebd	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Peptostreptococcales	 Peptostreptococcaceae_256921	 Peptostreptococcus	 Peptostreptococcus anaerobius
319baee1c41477892f02ddd11de095cd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
4c9125c4d6ffdff87d4de563ae9e8ab0	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
cbc35c679de4eb72fcfa15d7de8c522b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 Cryptobacteroides	 Cryptobacteroides sp022777585
1d830ed59c29f64a9b45f7ca34f83c17	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 Cryptobacteroides	 Cryptobacteroides sp022777585
17a18e5560574b00d083cb6b38f29af6	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
b01e7e327b89966e6107f66c03e8eef9	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
015e9298403aa291146770e8f397ce81	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
b02d2a18c88e49427d85855babbd4605	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
1ec8300f544f6ee23ebad990ee6077d2	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c8bb6f6fc15a7a049efe2191b4104d1b	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale F
43c970675b6ccb10cb886353e61a8399	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
9458f6ba653d7a654afc9eee0fc514a6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
8765efde7df4436b3bb843e3d5297d99	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
c9283493a0588793bb437373ae76c8d3	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
83b20fcabd0505605dbc60fcba749275	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
9725801187de3d0620a449d8d838918a	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
903cd595f82f1cd2bdf2f6719c2ae9b8	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
bca50e90a8f6c68b7427290f3bcbe894	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus urinaemulieris
913947c4cda7b3f63e4072179b70185e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
8ed463c43e95cf4ce00639f422dfdbe4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderia-Caballeronia-Paraburkholderia arboris
d1ebdd2c67ba9f3792b8ee93cd434152	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
6343524989f83c7968b99f11638961b8	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
b7fb1fcfdf7208a5992e2bcc2fb73a9b	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
6fc720bed928e8050e8e8e3c610c12ea	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C hutchinsoni
50f910ae102098d8f97ff7e64364ad45	Bacteria	 Bacillota	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Megasphaera	 Unclassified
086c97d3b5763143fd7b6e0bdb0456ed	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Hoylesella	 Unclassified
1661a5cd6048017093558f404972cc82	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
71220655907b11a48478d0df120feb9e	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
2a9cb669b9f480df0d938c1a1d56427b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
6b4846e29635fbd358679a6ca7566564	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
8bf52b4ef72839262fb7e650001e2c36	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_T	 Clostridium_T colicanis
8e333890f8a1817203d50234d835c484	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
1d4a45e845b0d614b5679213ea17f391	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale C
78c65466bba9ea21658545ea55611529	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Enterococcaceae	 Enterococcus_B	 Enterococcus_B lactis
d8e7da27a208a7abd2bfd4bd444ef12a	Bacteria	 Bacillota	 Bacilli	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus aureus
c1bb98d3a4c2327302c357605e6c49c6	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Unclassified
9b615dc6fed2aa613172f40d754dfb0c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
d180844e25e254b402201e31b22975d5	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Metamycoplasmataceae	 Metamycoplasma	 Metamycoplasma hominis
328818af74db87d50a9b0b4663eb75f1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 vaginale
742bd6b83ac321a2ca098fc090c0588e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
768bf5c667cf29dcbb8f969e92fdd318	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
1ba64c7b2fe9ef9de4884fcc58de3f97	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
5a39acd3a23fe39b65e62aa4ca41fee1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
ca079021b002e4c8c1208e044d39052f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
d6bc13ba8c5d25ebbdec7732d366727c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
ab7f268d10f273173473bbf8b14f4309	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
1b53712e28c8d452c8b2ee93479fcf95	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
3324971eb8a29eb1b4d83196ca402834	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
736aad96482c86915e17f06fc0ed4fae	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus coleohominis_A
06f90466c1633f8cec0826836f7cd378	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
61ecbe0bda5b5363eeb2b06788bec1da	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus agalactiae
49dc02879be2e3658f2c68eec56cc1ab	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
d94aa831a69690c36f564f6ebcd086cc	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
cfe8fd84ce4e2354c2b7fe55ce07bc55	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
17c3a1962c2e01a61543dc7dba7d953c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
872c5de6620bcaa406704ae33f61f9c2	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Unclassified	 Unclassified
9da5abbe43cb495ac26782f88d54ba87	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
e574444b4f1072ac1319b997d7e72137	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Enterococcaceae	 Enterococcus_B	 Enterococcus_B lactis
d07a86edad9696e03ef04dba12148f78	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
a66ed49e97182d1d6bbfc3ef7ca4173f	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
5c481d85deecfe21bc8d81894910badf	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella sp000758925
3cb295e63b9fd45fa9a916eb40fa8db7	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
7e63312cd5939fbc34af4535a2424759	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
388c6d1fde5c10d7f6dc8e6f5010746e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
a7af6ebfd93df322ce552abf7a07839e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
b9a0359e55b4c15fc1c8d30656d9d538	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
864c70fcad26352d50e57cc9243cdbda	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
592b7e913970cedde0919f20e52ff0db	Bacteria	 Bacillota	 Clostridia	 Peptostreptococcales-Tissierellales	 Peptostreptococcaceae	 Peptostreptococcus	 Unclassified
15885b9bbb680b18d6fe0bb7a3e6c983	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
dbf9e2066a8c2c0051f647abf0819fc1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
658feb9d7673c05d525f3e9a2e9b9136	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Burkholderia-Caballeronia-Paraburkholderia arboris
25b45432a52dfccff6dd35a94b38e6d1	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	 Limosilactobacillus portuensis
3822683daa6d368a7fbd59b90007dbdc	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 sp001553355
3e804fc4d7f854dc70c6120070e9e0b3	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Unclassified
31fb900c6f37d481ac28cd209de54ed1	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
c0089458dae2c0559162e58eb2661873	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Escherichia	 Escherichia albertii
3a9b02cf41312d709dd05db2188cc09d	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus haemolyticus
429372e12617ab38678b9a6e20995672	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
b6dcf2b2499fd1da6ee11a2156e5bdcf	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
f1aeb763fe828800746e12880b22d939	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
a0e7025afe5e524143e41628dda09bf6	Bacteria	 Bacillota_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Moryella	 Moryella sp002892395
d0bf6b33b0c47c0dabe421f5c7d03360	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Veillonellaceae	 Veillonella_A	 Veillonella_A montpellierensis
9d8a7f1ca44e2a7f84d75d2a02da0399	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
